query	entrezgene	name	symbol	alias	taxid	HGNC
ACTR1A	10121	actin related protein 1A	ACTR1A	ARP1, Arp1A, CTRN1	9606	HGNC:167
ACTR1B	10120	actin related protein 1B	ACTR1B	ARP1B, CTRN2, PC3	9606	HGNC:168
ACTR2	10097	actin related protein 2	ACTR2	ARP2	9606	HGNC:169
ACTR3	10096	actin related protein 3	ACTR3	ARP3	9606	HGNC:170
ACTR3B	57180	actin related protein 3B	ACTR3B	ARP11, ARP3BETA	9606	HGNC:17256
ACTR3BP2	440888	ACTR3B pseudogene 2	ACTR3BP2	FKSG73	9606	HGNC:38677
ACTR3BP5	399746	ACTR3B pseudogene 5	ACTR3BP5	FKSG74	9606	HGNC:38682
ACTR3C	653857	actin related protein 3C	ACTR3C	ARP11	9606	HGNC:37282
ACTR5	79913	actin related protein 5	ACTR5	Arp5, INO80M	9606	HGNC:14671
ACTR6	64431	actin related protein 6	ACTR6	ARP6, CDA12, HSPC281, MSTP136, hARP6	9606	HGNC:24025
ACTR8	93973	actin related protein 8	ACTR8	ARP8, INO80N, hArp8	9606	HGNC:14672
ACTRT1	139741	actin related protein T1	ACTRT1	AIP1, ARIP1, ARPT1, HSD27	9606	HGNC:24027
ACTRT2	140625	actin related protein T2	ACTRT2	ARPM2, ARPT2, Arp-T2, HARPM2	9606	HGNC:24026
ACTRT3	84517	actin related protein T3	ACTRT3	ARP-T3, ARPM1	9606	HGNC:24022
ACVR1	90	activin A receptor type 1	ACVR1	ACTRI, ACVR1A, ACVRLK2, ALK2, FOP	9606	HGNC:171
ACVR1B	91	activin A receptor type 1B	ACVR1B	ACTRIB, ACVRLK4, ALK4, SKR2	9606	HGNC:172
ACVR1C	130399	activin A receptor type 1C	ACVR1C	ACVRLK7, ALK7	9606	HGNC:18123
ACVR2A	92	activin A receptor type 2A	ACVR2A	ACTRII, ACVR2	9606	HGNC:173
ACVR2B	93	activin A receptor type 2B	ACVR2B	ACTRIIB, ActR-IIB, HTX4	9606	HGNC:174
ACVRL1	94	activin A receptor like type 1	ACVRL1	ACVRLK1, ALK-1, ALK1, HHT, HHT2	9606	HGNC:175
ACY1	95	aminoacylase 1	ACY1	ACY-1, ACY1D, HEL-S-5	9606	HGNC:177
ACY3	91703	aminoacylase 3	ACY3	ACY-3, HCBP1	9606	HGNC:24104
ACYP1	97	acylphosphatase 1	ACYP1	ACYPE	9606	HGNC:179
ACYP2	98	acylphosphatase 2	ACYP2	ACYM, ACYP	9606	HGNC:180
ADA	100	adenosine deaminase	ADA	ADA1	9606	HGNC:186
CECR1	51816	adenosine deaminase 2	ADA2	ADGF, CECR1, IDGFL, PAN, SNEDS	9606	HGNC:1839
ADAD1	132612	adenosine deaminase domain containing 1	ADAD1	Tenr	9606	HGNC:30713
ADAD2	161931	adenosine deaminase domain containing 2	ADAD2	TENRL	9606	HGNC:30714
ADAL	161823	adenosine deaminase like	ADAL	HsMAPDA	9606	HGNC:31853
ADAM10	102	ADAM metallopeptidase domain 10	ADAM10	AD10, AD18, CD156c, CDw156, HsT18717	9606	HGNC:188
ADAM11	4185	ADAM metallopeptidase domain 11	ADAM11	MDC	9606	HGNC:189
ADAM12	8038	ADAM metallopeptidase domain 12	ADAM12	ADAM12-OT1, CAR10, MCMP, MCMPMltna, MLTN	9606	HGNC:190
ADAM15	8751	ADAM metallopeptidase domain 15	ADAM15	MDC15	9606	HGNC:193
ADAM17	6868	ADAM metallopeptidase domain 17	ADAM17	ADAM18, CD156B, CSVP, NISBD, NISBD1	9606	HGNC:195
ADAM18	8749	ADAM metallopeptidase domain 18	ADAM18	ADAM27, tMDCIII	9606	HGNC:196
ADAM19	8728	ADAM metallopeptidase domain 19	ADAM19	FKSG34, MADDAM, MLTNB	9606	HGNC:197
ADAM2	2515	ADAM metallopeptidase domain 2	ADAM2	CRYN1, CRYN2, CT15, FTNB, PH-30b	9606	HGNC:198
ADAM20	8748	ADAM metallopeptidase domain 20	ADAM20		9606	HGNC:199
ADAM21	8747	ADAM metallopeptidase domain 21	ADAM21	ADAM 21, ADAM31	9606	HGNC:200
ADAM22	53616	ADAM metallopeptidase domain 22	ADAM22	ADAM 22, DEE61, EIEE61, MDC2	9606	HGNC:201
ADAM23	8745	ADAM metallopeptidase domain 23	ADAM23	MDC-3, MDC3	9606	HGNC:202
ADAM28	10863	ADAM metallopeptidase domain 28	ADAM28	ADAM 28, MDC-L, MDCL, eMDC II, eMDCII	9606	HGNC:206
ADAM29	11086	ADAM metallopeptidase domain 29	ADAM29	CT73, svph1	9606	HGNC:207
ADAM30	11085	ADAM metallopeptidase domain 30	ADAM30	svph4	9606	HGNC:208
ADAM32	203102	ADAM metallopeptidase domain 32	ADAM32		9606	HGNC:15479
ADAM33	80332	ADAM metallopeptidase domain 33	ADAM33	C20orf153, DJ964F7.1	9606	HGNC:15478
ADAM3A	1587	ADAM metallopeptidase domain 3A (pseudogene)	ADAM3A	ADAM3, CYRN1, tMDCI	9606	HGNC:209
ADAM5P	255926	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5	ADAM5P, TMDCII	9606	HGNC:212
ADAM7	8756	ADAM metallopeptidase domain 7	ADAM7	ADAM 7, ADAM-7, EAPI, GP-83, GP83	9606	HGNC:214
ADAM8	101	ADAM metallopeptidase domain 8	ADAM8	CD156, CD156a, MS2	9606	HGNC:215
ADAM9	8754	ADAM metallopeptidase domain 9	ADAM9	CORD9, MCMP, MDC9, Mltng	9606	HGNC:216
ADAMDEC1	27299	ADAM like decysin 1	ADAMDEC1	M12.219	9606	HGNC:16299
ADAMTS1	9510	ADAM metallopeptidase with thrombospondin type 1 motif 1	ADAMTS1	C3-C5, METH1	9606	HGNC:217
ADAMTS10	81794	ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	ADAM-TS10, ADAMTS-10, WMS, WMS1	9606	HGNC:13201
ADAMTS12	81792	ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	PRO4389	9606	HGNC:14605
ADAMTS13	11093	ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ADAM-TS13, ADAMTS-13, C9orf8, VWFCP, vWF-CP	9606	HGNC:1366
ADAMTS14	140766	ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14		9606	HGNC:14899
ADAMTS15	170689	ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAMTS15		9606	HGNC:16305
ADAMTS16	170690	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16	ADAMTS16s	9606	HGNC:17108
ADAMTS17	170691	ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	WMS4	9606	HGNC:17109
ADAMTS18	170692	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS18	ADAMTS21, KNO2, MMCAT	9606	HGNC:17110
ADAMTS19	171019	ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAMTS19		9606	HGNC:17111
ADAMTS2	9509	ADAM metallopeptidase with thrombospondin type 1 motif 2	ADAMTS2	ADAM-TS2, ADAMTS-2, ADAMTS-3, EDSDERMS, NPI	9606	HGNC:218
ADAMTS20	80070	ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAMTS20	ADAM-TS20, ADAMTS-20, GON-1	9606	HGNC:17178
ADAMTS3	9508	ADAM metallopeptidase with thrombospondin type 1 motif 3	ADAMTS3	ADAMTS-4, HKLLS3	9606	HGNC:219
ADAMTS4	9507	ADAM metallopeptidase with thrombospondin type 1 motif 4	ADAMTS4	ADAMTS-2, ADAMTS-4, ADMP-1	9606	HGNC:220
ADAMTS5	11096	ADAM metallopeptidase with thrombospondin type 1 motif 5	ADAMTS5	ADAM-TS 11, ADAM-TS 5, ADAM-TS5, ADAMTS-11, ADAMTS-5	9606	HGNC:221
ADAMTS6	11174	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ADAM-TS 6, ADAM-TS6, ADAMTS-6	9606	HGNC:222
ADAMTS7	11173	ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAMTS7	ADAM-TS 7, ADAM-TS7, ADAMTS-7	9606	HGNC:223
ADAMTS8	11095	ADAM metallopeptidase with thrombospondin type 1 motif 8	ADAMTS8	ADAM-TS8, METH2	9606	HGNC:224
ADAMTS9	56999	ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9		9606	HGNC:13202
ADAMTSL1	92949	ADAMTS like 1	ADAMTSL1	ADAMTSL-1, ADAMTSR1, C9orf94, PUNCTIN	9606	HGNC:14632
ADAMTSL2	9719	ADAMTS like 2	ADAMTSL2	ADAMTSL-2, GPHYSD1	9606	HGNC:14631
ADAMTSL3	57188	ADAMTS like 3	ADAMTSL3	ADAMTSL-3	9606	HGNC:14633
ADAMTSL4	54507	ADAMTS like 4	ADAMTSL4	ADAMTSL-4, ECTOL2, TSRC1	9606	HGNC:19706
ADAMTSL5	339366	ADAMTS like 5	ADAMTSL5	THSD6	9606	HGNC:27912
ADAP1	11033	ArfGAP with dual PH domains 1	ADAP1	CENTA1, GCS1L, p42IP4	9606	HGNC:16486
CENTA1	11033	ArfGAP with dual PH domains 1	ADAP1	CENTA1, GCS1L, p42IP4	9606	HGNC:16486
ADAP2	55803	ArfGAP with dual PH domains 2	ADAP2	CENTA2, HSA272195, cent-b	9606	HGNC:16487
CENTA2	55803	ArfGAP with dual PH domains 2	ADAP2	CENTA2, HSA272195, cent-b	9606	HGNC:16487
ADAR	103	adenosine deaminase RNA specific	ADAR	ADAR1, AGS6, DRADA, DSH, DSRAD	9606	HGNC:225
ADARB1	104	adenosine deaminase RNA specific B1	ADARB1	ADAR2, DRABA2, DRADA2, NEDHYMS, RED1	9606	HGNC:226
ADARB2	105	adenosine deaminase RNA specific B2 (inactive)	ADARB2	ADAR3, RED2	9606	HGNC:227
ADAT1	23536	adenosine deaminase tRNA specific 1	ADAT1	HADAT1	9606	HGNC:228
ADAT2	134637	adenosine deaminase tRNA specific 2	ADAT2	DEADC1, TAD2, dJ20N2, dJ20N2.1	9606	HGNC:21172
ADAT3	113179	adenosine deaminase tRNA specific 3	ADAT3	FWP005, MRT36, MST121, MSTP121, S863-5	9606	HGNC:25151
ADCK1	57143	aarF domain containing kinase 1	ADCK1		9606	HGNC:19038
ADCK2	90956	aarF domain containing kinase 2	ADCK2	AARF	9606	HGNC:19039
ADCK5	203054	aarF domain containing kinase 5	ADCK5		9606	HGNC:21738
ADCY1	107	adenylate cyclase 1	ADCY1	AC1, DFNB44	9606	HGNC:232
ADCY10	55811	adenylate cyclase 10	ADCY10	HCA2, HEL-S-7a, SAC, SACI, Sacy	9606	HGNC:21285
ADCY10P1	221442	ADCY10 pseudogene 1	ADCY10P1		9606	HGNC:44143
ADCY2	108	adenylate cyclase 2	ADCY2	AC2, HBAC2	9606	HGNC:233
ADCY3	109	adenylate cyclase 3	ADCY3	AC-III, AC3, BMIQ19	9606	HGNC:234
ADCY4	196883	adenylate cyclase 4	ADCY4	AC4	9606	HGNC:235
ADCY5	111	adenylate cyclase 5	ADCY5	AC5, FDFM	9606	HGNC:236
ADCY6	112	adenylate cyclase 6	ADCY6	AC6, LCCS8	9606	HGNC:237
ADCY7	113	adenylate cyclase 7	ADCY7	AC7	9606	HGNC:238
ADCY8	114	adenylate cyclase 8	ADCY8	AC8, ADCY3, HBAC1	9606	HGNC:239
ADCY9	115	adenylate cyclase 9	ADCY9	AC9, ACIX	9606	HGNC:240
ADCYAP1	116	adenylate cyclase activating polypeptide 1	ADCYAP1	PACAP	9606	HGNC:241
ADCYAP1R1	117	ADCYAP receptor type I	ADCYAP1R1	PAC1, PAC1R, PACAPR, PACAPRI	9606	HGNC:242
ADD1	118	adducin 1	ADD1	ADDA	9606	HGNC:243
ADD2	119	adducin 2	ADD2	ADDB	9606	HGNC:244
ADD3	120	adducin 3	ADD3	ADDL, CPSQ3	9606	HGNC:245
ADGB	79747	androglobin	ADGB	C6orf103, CAPN16	9606	HGNC:21212
C6ORF103	79747	androglobin	ADGB	C6orf103, CAPN16	9606	HGNC:21212
GPR123	84435	adhesion G protein-coupled receptor A1	ADGRA1	GPR123	9606	HGNC:13838
ADGRA2	25960	adhesion G protein-coupled receptor A2	ADGRA2	GPR124, TEM5	9606	HGNC:17849
GPR124	25960	adhesion G protein-coupled receptor A2	ADGRA2	GPR124, TEM5	9606	HGNC:17849
ADGRA3	166647	adhesion G protein-coupled receptor A3	ADGRA3	GPR125, PGR21, TEM5L	9606	HGNC:13839
GPR125	166647	adhesion G protein-coupled receptor A3	ADGRA3	GPR125, PGR21, TEM5L	9606	HGNC:13839
ADGRB1	575	adhesion G protein-coupled receptor B1	ADGRB1	BAI1, GDAIF	9606	HGNC:943
BAI1	575	adhesion G protein-coupled receptor B1	ADGRB1	BAI1, GDAIF	9606	HGNC:943
ADGRB2	576	adhesion G protein-coupled receptor B2	ADGRB2	BAI2	9606	HGNC:944
BAI2	576	adhesion G protein-coupled receptor B2	ADGRB2	BAI2	9606	HGNC:944
ADGRB3	577	adhesion G protein-coupled receptor B3	ADGRB3	BAI3	9606	HGNC:945
BAI3	577	adhesion G protein-coupled receptor B3	ADGRB3	BAI3	9606	HGNC:945
GPR133	283383	adhesion G protein-coupled receptor D1	ADGRD1	GPR133, PGR25	9606	HGNC:19893
GPR144	347088	adhesion G protein-coupled receptor D2	ADGRD2	GPR144, PGR24	9606	HGNC:18651
ADGRE1	2015	adhesion G protein-coupled receptor E1	ADGRE1	EMR1, TM7LN3	9606	HGNC:3336
EMR1	2015	adhesion G protein-coupled receptor E1	ADGRE1	EMR1, TM7LN3	9606	HGNC:3336
ADGRE2	30817	adhesion G protein-coupled receptor E2	ADGRE2	CD312, CD97, EMR2, VBU	9606	HGNC:3337
CD97	30817	adhesion G protein-coupled receptor E2	ADGRE2	CD312, CD97, EMR2, VBU	9606	HGNC:3337
EMR2	30817	adhesion G protein-coupled receptor E2	ADGRE2	CD312, CD97, EMR2, VBU	9606	HGNC:3337
ADGRE3	84658	adhesion G protein-coupled receptor E3	ADGRE3	EMR3	9606	HGNC:23647
EMR3	84658	adhesion G protein-coupled receptor E3	ADGRE3	EMR3	9606	HGNC:23647
EMR4P	326342	adhesion G protein-coupled receptor E4, pseudogene	ADGRE4P	EMR4, EMR4P, FIRE, GPR127, PGR16	9606	HGNC:19240
ADGRE5	976	adhesion G protein-coupled receptor E5	ADGRE5	CD97, TM7LN1	9606	HGNC:1711
GPR110	266977	adhesion G protein-coupled receptor F1	ADGRF1	GPR110, KPG_012, PGR19, hGPCR36	9606	HGNC:18990
ADGRF2	222611	adhesion G protein-coupled receptor F2	ADGRF2	GPR111, PGR20, hGPCR35	9606	HGNC:18991
GPR111	222611	adhesion G protein-coupled receptor F2	ADGRF2	GPR111, PGR20, hGPCR35	9606	HGNC:18991
GPR113	165082	adhesion G protein-coupled receptor F3	ADGRF3	GPR113, PGR23	9606	HGNC:18989
ADGRF4	221393	adhesion G protein-coupled receptor F4	ADGRF4	GPR115, PGR18	9606	HGNC:19011
GPR115	221393	adhesion G protein-coupled receptor F4	ADGRF4	GPR115, PGR18	9606	HGNC:19011
ADGRF5	221395	adhesion G protein-coupled receptor F5	ADGRF5	GPR116, KPG_001	9606	HGNC:19030
GPR116	221395	adhesion G protein-coupled receptor F5	ADGRF5	GPR116, KPG_001	9606	HGNC:19030
GPR56	9289	adhesion G protein-coupled receptor G1	ADGRG1	BFPP, BPPR, GPR56, TM7LN4, TM7XN1	9606	HGNC:4512
GPR64	10149	adhesion G protein-coupled receptor G2	ADGRG2	CBAVDX, EDDM6, GPR64, HE6, TM7LN2	9606	HGNC:4516
GPR97	222487	adhesion G protein-coupled receptor G3	ADGRG3	GPR97, PB99, PGR26	9606	HGNC:13728
ADGRG4	139378	adhesion G protein-coupled receptor G4	ADGRG4	GPR112, PGR17, RP1-299I16	9606	HGNC:18992
GPR112	139378	adhesion G protein-coupled receptor G4	ADGRG4	GPR112, PGR17, RP1-299I16	9606	HGNC:18992
GPR114	221188	adhesion G protein-coupled receptor G5	ADGRG5	GPR114, PGR27	9606	HGNC:19010
GPR126	57211	adhesion G protein-coupled receptor G6	ADGRG6	APG1, DREG, GPR126, LCCS9, PR126	9606	HGNC:13841
ADGRG7	84873	adhesion G protein-coupled receptor G7	ADGRG7	GPR128	9606	HGNC:19241
GPR128	84873	adhesion G protein-coupled receptor G7	ADGRG7	GPR128	9606	HGNC:19241
ADGRL1	22859	adhesion G protein-coupled receptor L1	ADGRL1	CIRL1, CL1, LEC2, LPHN1	9606	HGNC:20973
LPHN1	22859	adhesion G protein-coupled receptor L1	ADGRL1	CIRL1, CL1, LEC2, LPHN1	9606	HGNC:20973
ADGRL2	23266	adhesion G protein-coupled receptor L2	ADGRL2	CIRL2, CL2, LEC1, LPHH1, LPHN2	9606	HGNC:18582
LPHN2	23266	adhesion G protein-coupled receptor L2	ADGRL2	CIRL2, CL2, LEC1, LPHH1, LPHN2	9606	HGNC:18582
ADGRL3	23284	adhesion G protein-coupled receptor L3	ADGRL3	CIRL3, CL3, LEC3, LPHN3	9606	HGNC:20974
LPHN3	23284	adhesion G protein-coupled receptor L3	ADGRL3	CIRL3, CL3, LEC3, LPHN3	9606	HGNC:20974
ADGRL4	64123	adhesion G protein-coupled receptor L4	ADGRL4	ELTD1, ETL, KPG_003	9606	HGNC:20822
ELTD1	64123	adhesion G protein-coupled receptor L4	ADGRL4	ELTD1, ETL, KPG_003	9606	HGNC:20822
ADGRV1	84059	adhesion G protein-coupled receptor V1	ADGRV1	FEB4, GPR98, MASS1, USH2B, USH2C	9606	HGNC:17416
GPR98	84059	adhesion G protein-coupled receptor V1	ADGRV1	FEB4, GPR98, MASS1, USH2B, USH2C	9606	HGNC:17416
ADH1A	124	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1A	ADH1	9606	HGNC:249
ADH1B	125	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH1B	ADH2, HEL-S-117	9606	HGNC:250
ADH1C	126	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH1C	ADH3	9606	HGNC:251
ADH4	127	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH4	ADH-2, HEL-S-4	9606	HGNC:252
ADH5	128	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH5	ADH-3, ADHX, AMEDS, BMFS7, FALDH	9606	HGNC:253
ADH6	130	alcohol dehydrogenase 6 (class V)	ADH6	ADH-5	9606	HGNC:255
ADH7	131	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH7	ADH4	9606	HGNC:256
ADHFE1	137872	alcohol dehydrogenase iron containing 1	ADHFE1	ADH8, HMFT2263, HOT	9606	HGNC:16354
ADI1	55256	acireductone dioxygenase 1	ADI1	APL1, ARD, Fe-ARD, HMFT1638, MTCBP1	9606	HGNC:30576
ADIG	149685	adipogenin	ADIG	SMAF1	9606	HGNC:28606
ADIPOQ	9370	adiponectin, C1Q and collagen domain containing	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1	9606	HGNC:13633
ADIPOR1	51094	adiponectin receptor 1	ADIPOR1	ACDCR1, CGI-45, CGI45, PAQR1, TESBP1A	9606	HGNC:24040
ADIPOR2	79602	adiponectin receptor 2	ADIPOR2	ACDCR2, PAQR2	9606	HGNC:24041
ADIRF	10974	adipogenesis regulatory factor	ADIRF	AFRO, APM2, C10orf116, apM-2	9606	HGNC:24043
C10ORF116	10974	adipogenesis regulatory factor	ADIRF	AFRO, APM2, C10orf116, apM-2	9606	HGNC:24043
ADK	132	adenosine kinase	ADK	AK	9606	HGNC:257
ADM	133	adrenomedullin	ADM	AM, PAMP	9606	HGNC:259
ADM2	79924	adrenomedullin 2	ADM2	AM2, dJ579N16.4	9606	HGNC:28898
ADNP	23394	activity dependent neuroprotector homeobox	ADNP	ADNP1, HVDAS, MRD28	9606	HGNC:15766
ADNP2	22850	ADNP homeobox 2	ADNP2	ZNF508	9606	HGNC:23803
ADO	84890	2-aminoethanethiol dioxygenase	ADO	C10orf22	9606	HGNC:23506
ADORA1	134	adenosine A1 receptor	ADORA1	RDC7	9606	HGNC:262
ADORA2A	135	adenosine A2a receptor	ADORA2A	A2aR, ADORA2, RDC8	9606	HGNC:263
ADORA2B	136	adenosine A2b receptor	ADORA2B	ADORA2	9606	HGNC:264
ADORA3	140	adenosine A3 receptor	ADORA3	A3AR	9606	HGNC:268
ADPGK	83440	ADP dependent glucokinase	ADPGK	2610017G09Rik, ADP-GK	9606	HGNC:25250
ADPRH	141	ADP-ribosylarginine hydrolase	ADPRH	ARH1, hARH1	9606	HGNC:269
ADPRHL1	113622	ADP-ribosylhydrolase like 1	ADPRHL1	ARH2	9606	HGNC:21303
ADPRM	56985	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ADPRM	C17orf48, MDS006, NBLA03831	9606	HGNC:30925
C17ORF48	56985	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ADPRM	C17orf48, MDS006, NBLA03831	9606	HGNC:30925
ADPRHL2	54936	ADP-ribosylserine hydrolase	ADPRS	ADPRHL2, ARH3, CONDSIAS	9606	HGNC:21304
ADRA1A	148	adrenoceptor alpha 1A	ADRA1A	ADRA1C, ADRA1L1, ALPHA1AAR	9606	HGNC:277
ADRA1B	147	adrenoceptor alpha 1B	ADRA1B	ADRA1, ALPHA1BAR	9606	HGNC:278
ADRA1D	146	adrenoceptor alpha 1D	ADRA1D	ADRA1, ADRA1A, ADRA1R, ALPHA1, DAR	9606	HGNC:280
ADRA2A	150	adrenoceptor alpha 2A	ADRA2A	ADRA2, ADRA2R, ADRAR, ALPHA2AAR, ZNF32	9606	HGNC:281
ADRA2B	151	adrenoceptor alpha 2B	ADRA2B	ADRA2L1, ADRA2RL1, ADRARL1, ALPHA2BAR, FAME2	9606	HGNC:282
ADRA2C	152	adrenoceptor alpha 2C	ADRA2C	ADRA2L2, ADRA2RL2, ADRARL2, ALPHA2CAR	9606	HGNC:283
ADRB1	153	adrenoceptor beta 1	ADRB1	ADRB1R, B1AR, BETA1AR, FNSS2, RHR	9606	HGNC:285
ADRB2	154	adrenoceptor beta 2	ADRB2	ADRB2R, ADRBR, B2AR, BAR, BETA2AR	9606	HGNC:286
ADRB3	155	adrenoceptor beta 3	ADRB3	BETA3AR	9606	HGNC:288
ADRM1	11047	ADRM1 26S proteasome ubiquitin receptor	ADRM1	ARM-1, ARM1, GP110, PSMD16	9606	HGNC:15759
ADSL	158	adenylosuccinate lyase	ADSL	AMPS, ASASE, ASL	9606	HGNC:291
ADSSL1	122622	adenylosuccinate synthase 1	ADSS1	ADSSL1, MPD5	9606	HGNC:20093
ADSS	159	adenylosuccinate synthase 2	ADSS2	ADEH, ADSS, ADSS 2	9606	HGNC:292
ADTRP	84830	androgen dependent TFPI regulating protein	ADTRP	AIG1L, C6orf105, dJ413H6.1	9606	HGNC:21214
C6ORF105	84830	androgen dependent TFPI regulating protein	ADTRP	AIG1L, C6orf105, dJ413H6.1	9606	HGNC:21214
AEBP1	165	AE binding protein 1	AEBP1	ACLP	9606	HGNC:303
AEBP2	121536	AE binding protein 2	AEBP2		9606	HGNC:24051
AEN	64782	apoptosis enhancing nuclease	AEN	ISG20L1, pp12744	9606	HGNC:25722
AFAP1	60312	actin filament associated protein 1	AFAP1	AFAP, AFAP-110, AFAP110	9606	HGNC:24017
AFAP1L1	134265	actin filament associated protein 1 like 1	AFAP1L1		9606	HGNC:26714
AFAP1L2	84632	actin filament associated protein 1 like 2	AFAP1L2	CTB-1144G6.4, KIAA1914, XB130	9606	HGNC:25901
MLLT4	4301	afadin, adherens junction formation factor	AFDN	AF6, MLL-AF6, MLLT4, l-afadin	9606	HGNC:7137
C6ORF124	653483	AFDN divergent transcript	AFDN-DT	AFDN-AS1, C6orf124, HGC6.4, MLLT4-AS1, dJ431P23.3	9606	HGNC:21236
AFF1	4299	AF4/FMR2 family member 1	AFF1	AF4, MLLT2, PBM1	9606	HGNC:7135
AFF2	2334	AF4/FMR2 family member 2	AFF2	FMR2, FMR2P, FRAXE, MRX2, OX19	9606	HGNC:3776
AFF3	3899	AF4/FMR2 family member 3	AFF3	LAF4, MLLT2-like	9606	HGNC:6473
AFF4	27125	AF4/FMR2 family member 4	AFF4	AF5Q31, CHOPS, MCEF	9606	HGNC:17869
LACE1	246269	AFG1 like ATPase	AFG1L	AFG1, LACE1, c222389	9606	HGNC:16411
AFG3L1P	172	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3L1P	AFG3, AFG3L1	9606	HGNC:314
AFG3L2	10939	AFG3 like matrix AAA peptidase subunit 2	AFG3L2	OPA12, SCA28, SPAX5	9606	HGNC:315
AFM	173	afamin	AFM	ALB2, ALBA, ALF	9606	HGNC:316
AFMID	125061	arylformamidase	AFMID	FKF, KF, KFA	9606	HGNC:20910
AFP	174	alpha fetoprotein	AFP	AFPD, FETA, HPAFP	9606	HGNC:317
AFTPH	54812	aftiphilin	AFTPH	Nbla10388	9606	HGNC:25951
AGA	175	aspartylglucosaminidase	AGA	AGU, ASRG, GA	9606	HGNC:318
AGAP1	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1	AGAP-1, CENTG2, GGAP1, cnt-g2	9606	HGNC:16922
CENTG2	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1	AGAP-1, CENTG2, GGAP1, cnt-g2	9606	HGNC:16922
AGAP10	653234	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	AGAP10P	AGAP10, CTGLF10P, CTGLF7, bA144G6.2, bA358L16.1	9606	HGNC:23659
AGAP11	119385	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	AGAP11		9606	HGNC:29421
CTGLF12P	414224	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	AGAP12P	CTGLF12P, PTPN20CP	9606	HGNC:23661
AGAP2	116986	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	AGAP2	CENTG1, GGAP2, PIKE	9606	HGNC:16921
CENTG1	116986	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	AGAP2	CENTG1, GGAP2, PIKE	9606	HGNC:16921
AGAP3	116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	AGAP3	AGAP-3, CENTG3, CRAG, MRIP-1, cnt-g3	9606	HGNC:16923
CENTG3	116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	AGAP3	AGAP-3, CENTG3, CRAG, MRIP-1, cnt-g3	9606	HGNC:16923
AGAP4	119016	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	AGAP4	AGAP-4, AGAP-8, AGAP8, CTGLF1, CTGLF5	9606	HGNC:23459
AGAP8	119016	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	AGAP4	AGAP-4, AGAP-8, AGAP8, CTGLF1, CTGLF5	9606	HGNC:23459
AGAP5	729092	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	AGAP5	CTGLF2	9606	HGNC:23467
AGAP6	414189	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	AGAP6	AGAP-6, CTGLF3	9606	HGNC:23466
AGAP7	653268	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	AGAP7P	AGAP-7, AGAP7, CTGLF4, bA109G10.1	9606	HGNC:23465
AGAP7P	653268	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	AGAP7P	AGAP-7, AGAP7, CTGLF4, bA109G10.1	9606	HGNC:23465
AGAP9	642517	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	AGAP9	AGAP-9, CTGLF6, bA301J7.2	9606	HGNC:23463
AGBL1	123624	AGBL carboxypeptidase 1	AGBL1	CCP4, FECD8	9606	HGNC:26504
